movieId,title,genres,tmdb_id,budget,revenue,runtime,release_date,original_language,director,top_cast,production_companies,production_countries,keywords
132879,The Stars and the Water Carriers (1974),(no genres listed),125889.0,,,91.0,1974-08-14,da,Jørgen Leth,Eddy Merckx,,Denmark,
132883,Testament of Youth (2014),Drama|War,284689.0,,1822250.0,129.0,,en,James Kent,Alicia Vikander|Kit Harington|Taron Egerton,BBC Film|Heyday Films|Nordisk Film Denmark|Lipsync Productions|BFI|Sony Pictures Classics|Protagonist Pictures|Ingenious Media|Hotwells Productions,Denmark|United Kingdom|United States of America,nurse|world war i|poetry|pacifism|flanders|summer|based on memoir or autobiography|compassion|pacifist|war injury|aspiring writer|nursing|edwardian era|oxford university|1910s|edwardian england|summertime|bad news|tenacity|military nurse
132886,Springtime in the Rockies (1942),(no genres listed),43784.0,,,91.0,1942-11-06,en,Irving Cummings,Betty Grable|John Payne|Carmen Miranda,20th Century Fox,United States of America,dancer|musical|broadway
132888,Comedy Central Roast of James Franco (2013),Comedy,300302.0,,,70.0,2013-09-02,en,Joel Gallen,Seth Rogen|James Franco|Jonah Hill,Comedy Central,United States of America,comedian|insult|roast
132890,Toto and his Sisters (2014),(no genres listed),314559.0,,,94.0,2014-09-27,ro,Alexander Nanau,Hovarth Ilie Nicusor Gabriel Petre|Andreea Violeta Petre|Ana-Maria Badulescu Petre,Strada Film|Alexander Nanau Production|HBO Europe|RTS|TVO,Canada|Hungary|Romania|Switzerland,
132892,Made in Argentina (1987),(no genres listed),73036.0,,,86.0,1987-08-12,es,Juan José Jusid,Luis Brandoni|Marta Bianchi|Leonor Manso,Progress Communications,Argentina,
132894,Cenizas del Paraiso (1997),Crime|Drama|Mystery|Thriller,90171.0,,,121.0,1997-08-07,es,Marcelo Piñeyro,Héctor Alterio|Cecilia Roth|Leonardo Sbaraglia,Promofilms|INCAA|Buena Vista Pictures|Patagonik,Argentina,suicide|sibling relationship|judge|politics|suspicion|revenge|murder|nonlinear timeline|multiple perspectives|political corruption
132896,Pelota (1983),(no genres listed),258630.0,,,47.0,1983-09-09,eu,Jørgen Leth,Jean-Pierre Laruche|Joseph Laduce|Cipriano Ruiz,John & Leth Film,Denmark,basque
132898,Terror Express (1979),Drama,89315.0,,,80.0,,it,Ferdinando Baldi,Silvia Dionisio|Werner Pochath|Zora Kerova,Rinascita Cinematografica,Italy,rape|murder|train|gang of thugs
132900,Half the Sky: Turning Oppression Into Opportunity for Women Worldwide (2012),Documentary,134602.0,,,224.0,2012-10-03,en,Maro Chermayeff,Eva Mendes|Nicholas Kristof|Dipti Mehta,,United States of America,woman director
132902,Girl Rising (2013),Documentary,173205.0,,,101.0,2013-03-07,en,Richard Robbins,Liam Neeson|Freida Pinto|Anne Hathaway,The Documentary Group|Vulcan Productions,India|United States of America,cultural difference|inspiring
132904,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie (2012)",Documentary,105972.0,,,100.0,2012-05-25,en,Glenn Holsten|Scott Johnston|Bud Clayman,Jeff Bell|Maurice Benard|Wayne Bickerstaff,,United States of America,obsessive compulsive disorder (ocd)
132906,The Man with the Iron Fists 2 (2015),Action,321494.0,,,90.0,2015-03-10,en,Roel Reiné,RZA|Dustin Nguyễn|Eugenia Yuan,Living Films|Arcade Pictures|Iron Fists|Universal 1440 Entertainment|Strike Entertainment,Hong Kong|Thailand|United States of America,martial arts|sequel|revenge|slave
132908,Emmanuelle 3 (1977),Drama,39412.0,,,100.0,1977-10-14,fr,François Leterrier,Sylvia Kristel|Umberto Orsini|Jean-Pierre Bouvier,Trinacra Films|Parafrance Films,France,softcore|erotic movie
132910,Emmanuelle 4 (1984),Drama,40978.0,,,89.0,1984-02-15,fr,Iris Letans|Francis Leroi,Sylvia Kristel|Mia Nygren|Patrick Bauchau,Sara Films|AS Productions|The Cannon Group,France,rio de janeiro|hypnosis|lesbian sex|cumshot|softcore|erotic movie|gangbang|pussy licking|blowjob
132912,Emmanuelle 5 (1987),Action|Drama,146047.0,,,85.0,1987-01-07,en,Walerian Borowczyk,Monique Gabrielle|Crofton Hardester|Dana Burns Westburg,AS Productions|Sofima,France,erotic movie
132914,Emmanuelle 6 (1992),Drama|Romance,61108.0,,,80.0,,fr,Bruno Zincone|Jean Rollin,Natalie Uher|Jean-René Gossart|Thomas Obermuller,AS Productions|Société Générale de Gestion Cinématographique (SGGC),France,beach|based on novel or book|kidnapping|amazon rainforest|drug lord|attempted rape|sensuality|softcore|stripping|modeling|erotic movie|nude modeling
132916,Black Emanuelle (1975),Drama,40348.0,,,96.0,1975-11-27,it,Bitto Albertini,Laura Gemser|Karin Schubert|Angelo Infanti,San Nicola Produzione Cinematografica|Emaus Films S.A.|Flaminia Produzioni Cinematografiche,Italy|Spain,photographer|africa|voyeur|erotic movie
132918,Emanuelle in Bangkok (1976),Drama|Romance,39965.0,,,94.0,1976-05-07,it,Joe D'Amato,Laura Gemser|Gabriele Tinti|Ely Galleani,San Nicola Produzione Cinematografica|Flaminia Produzioni Cinematografiche|Kristal Film,Italy,"journalist|rape|prince|bangkok, thailand|sequel|sexploitation|voyeurism|erotic movie|sex"
132920,The New Black Emanuelle (1976),Drama,90119.0,,,91.0,1976-07-31,it,Bitto Albertini,Shulamith Lasri|Angelo Infanti|Don Powell,San Nicola Produzione Cinematografica,Italy,sexuality|exploitation|memory loss|mental asylum|sexual assault|erotic movie|nymphomania
132922,Emanuelle in America (1977),Adventure|Drama|Romance,28682.0,,,100.0,1977-01-05,it,Joe D'Amato,Laura Gemser|Gabriele Tinti|Roger Browne,New Film Production,Italy,journalist|orgy|snuff|sexploitation|corrupt politician|erotic movie
132924,Emanuelle and the Last Cannibals (1977),Adventure|Horror,28324.0,,,93.0,1977-10-21,it,Joe D'Amato,Laura Gemser|Gabriele Tinti|Nieves Navarro,Flora Film|Gico Cinematografica S.r.L.|Fulvia Cinematografica,Italy,sadism|exploitation|jungle|sanitarium|brutality|ape|cannibal|lesbian sex|erotic movie
132926,Confessions of Emanuelle (1977),Drama|Horror|Romance,28325.0,,,102.0,1977-09-16,it,Joe D'Amato,Laura Gemser|Ivan Rassimov|Karin Schubert,Embassy Productions,Italy,"bondage|rape|middle east|san francisco, california|photographer|kidnapping|orgy|menage a trois|guru|hong kong|prostitution|lesbian sex|world trade center|manhattan, new york city|forced to strip|erotic movie|sex slave|white slave trade"
132928,Emanuelle and the Girls of Madame Claude (La via della prostituzione) (1978),Drama,40132.0,,,89.0,1978-04-20,it,Joe D'Amato,Laura Gemser|Ely Galleani|Gabriele Tinti,Gico Cinematografica S.r.L.|Flora Film|Fulvia Cinematografica,Italy,rape|kidnapping|perversity|slavery|menage a trois|sexploitation|promiscuity|slave auction|gang rape|prostitution|lesbian sex|softcore|brooklyn bridge|statue of liberty|forced prostitution|forced to strip|erotic movie|white slavery|sex slave|sex
132930,Demon Rage (Emanuelle e Françoise) (1975),Horror,50438.0,,,96.0,1975-05-17,it,Joe D'Amato,George Eastman|Rosemarie Lindt|Annie Carol Edel,Matra Cinematografica,Italy,rape|orgy|perversity|chained|erotic movie
132932,Néa (1976),(no genres listed),251350.0,,,101.0,1976-08-17,fr,Nelly Kaplan,Sami Frey|Ann Zacharias|Françoise Brion,Les Films La Boétie|CCC Filmkunst,France,woman director
132934,Emanuelle and the Erotic Nights (1978),Documentary,158618.0,,,83.0,1978-05-17,it,Bruno Mattei|Joe D'Amato,Laura Gemser|Ajita Wilson|Frank Nuyen,Sorgente Cinematografica,Italy,magic show|exploitation|lesbian sex|black mass|séance|mondo
132936,Caged Women (1982),Thriller,28574.0,,,98.0,1982-09-09,it,Bruno Mattei,Laura Gemser|Gabriele Tinti|Maria Romano,Les Films Jacques Leitienne|Beatrice Film|Imp.Ex.Ci.,France|Italy,prison|rape|women's prison|beating|sexploitation|reporter|gang rape|torture|brutality|lesbian sex|illegal drugs|voyeurism
132938,Provincia violenta (1978),Action|Crime|Drama,153035.0,,,76.0,1978-01-06,it,Mario Bianchi,Calogero Caruana|Antonella Dogan|Alicia Leoni,Mercury Cinematografica|Rewind Film,Italy,
132940,Crimebusters (1976),Action|Crime|Thriller,89817.0,,,92.0,1976-06-17,it,Michele Massimo Tarantini,Henry Silva|Antonio Sabàto|Silvia Dionisio,Staff|capitol international,Italy,
132942,Captive Wild Woman (1943),Horror|Sci-Fi,84708.0,,,61.0,1943-06-04,en,Edward Dmytryk,John Carradine|Evelyn Ankers|Milburn Stone,Universal Pictures,United States of America,monster|circus|tiger|gorilla|lion|transformation|mad scientist|murder|betrayal|scientist|alcoholic|surgery|ape woman
132944,Night Monster (1942),Children|Drama|Horror,99545.0,,,72.0,1942-10-23,en,Ford Beebe,Bela Lugosi|Lionel Atwill|Leif Erickson,Universal Pictures,United States of America,skeleton|sheriff|mystic|fog|revenge|murder|doctor|strangulation|revenge motive|psychiatrist|old dark house|amputee
132946,Valerie Inside Outside (1972),Drama,294085.0,,,88.0,1972-05-30,it,Brunello Rondi,Barbara Bouchet|Pier Paolo Capponi|Erna Schürer,Naxos Film,Italy,husband wife relationship|desire to have children
132948,Doli Saja Ke Rakhna,(no genres listed),166260.0,,,172.0,,hi,Priyadarshan,Akshaye Khanna|Jyothika|Anupam Kher,Shemaroo Entertainment,India,
132950,Vaastav: The Reality (1999),Crime|Drama|Thriller,146270.0,,,150.0,1999-10-07,hi,Mahesh Manjrekar,Sanjay Dutt|Namrata Shirodkar|Deepak Tijori,,India,
132952,Sarfarosh (1999),(no genres listed),31524.0,8500000.0,9100000.0,174.0,1999-04-30,hi,John Mathew Matthan,Aamir Khan|Naseeruddin Shah|Sonali Bendre,Cinematt Pictures Pvt Ltd,India,
132954,Awake: The Life of Yogananda (2014),Documentary,290504.0,,,87.0,2014-10-10,en,Paola di Florio|Lisa Leeman,Anupam Kher|Russell Simmons|George Harrison,Counterpoint Films,United States of America,meditation|mystic|hindu|yoga|spirituality|woman director|mysticism
132958,The Kill Team (2013),Documentary|War,174351.0,,,79.0,2013-10-15,en,Dan Krauss,Adam Winfield|Christopher Winfield|Emma Winfield,Oscilloscope|Motto Pictures|ITVS|Independent Lens|Cinereach|Corporation for Public Broadcasting|F/8 Filmworks,United States of America,
132961,Far from the Madding Crowd (2015),Drama,250734.0,14500000.0,30300000.0,119.0,2015-04-23,en,Thomas Vinterberg,Carey Mulligan|Matthias Schoenaerts|Michael Sheen,DNA Films|BBC Film|Fox Searchlight Pictures|TSG Entertainment,United Kingdom|United States of America,farm|sheep|countryside|based on novel or book|victorian england|unrequited love|rural area|inheritance|period drama|housekeeper|19th century|dorset|victorian era|apathetic
132963,Mr. Superinvisible (1970),Action|Comedy,139322.0,,,91.0,1970-09-17,en,Antonio Margheriti,Dean Jones|Philippe Leroy|Gastone Moschin,Producciones Cinematográficas D.I.A.|Edo Cinematografica|Peter Carsten Produktion,Germany|Italy|Monaco|Spain,based on novel or book|parent child relationship|mad scientist|chemist|scientist|invisible person|invisibility
132965,Appropriate Behaviour (2014),Comedy|Drama|Romance,249916.0,,,90.0,,en,Desiree Akhavan,Desiree Akhavan|Rebecca Henderson|Halley Feiffer,Parkville Pictures,United Kingdom,"new york city|bisexuality|lesbian relationship|loneliness|relationship|urban setting|brooklyn, new york city|cunnilingus|threesome|lgbt|twenty something|woman director|iranian american|persian american"
132967,Thursday Till Sunday (2012),Drama,121929.0,,,96.0,2012-10-18,es,Dominga Sotomayor,Santi Ahumada|Emiliano Freifeld|Francisco Pérez-Bannen,Circe Films|Forastero|Cinestación,Chile|Netherlands,woman director
132969,L (2012),Drama|Thriller,84300.0,,,83.0,2012-02-23,el,Babis Makridis,Lefteris Matthaiou|Aris Servetalis|Nota Cherniavsky,Faliro House Productions|Beben Films|M. Modianos Productions|Modiano Inc.|Top Cut|Warp Films,Greece,
132971,Magical Girl (2014),Drama,282983.0,,,127.0,2014-09-07,es,Carlos Vermut,Bárbara Lennie|José Sacristán|Luis Bermejo,Aquí y Allí Films|Canal+ España|Sabre Producciones|Lovemonk|TVE,France|Spain,terminal illness|teacher|mental illness
132973,Vikingo (2009),(no genres listed),295554.0,,,90.0,2009-11-08,es,José Celestino Campusano,Rubén Orlando Beltrán|Armando Galvalisi|Gabriel Rogelio Méndez,Cinebruto,Argentina,argentina
132975,Garrison Keillor: The Man on the Radio in the Red Shoes (2009),Documentary,139215.0,,,86.0,2009-07-01,en,Peter Rosen,Garrison Keillor,,,
132977,The House of Magic (2014),Adventure|Animation|Children|Fantasy,202575.0,34000000.0,64197205.0,85.0,,en,Ben Stassen|Jérémie Degruson,Brianne Siddall|Robin Atkin Downes|Cinda Adams,nWave Pictures|StudioCanal|uMedia|Anton Capital Entertainment,Belgium|France|United Kingdom,magic|magician|greedy relative
132979,A Company Man (2012),Action|Drama,134126.0,3500000.0,7339398.0,96.0,2012-10-11,ko,Lim Sang-Yun,So Ji-sub|Lee Mi-yeon|Kwak Do-won,Showbox,South Korea,singer|revenge|organized crime|guilt
132981,Crowsnest (2012),(no genres listed),137955.0,1200000.0,,84.0,2012-09-07,en,Brenton Spencer,"Mittita Barber|Aslam Husain|Victor Zinck, Jr.",Straight Jacket Films|Latitude Entertainment|Oriole Leaf Films|UBC Department of Theatre & Film|Brenton Spencer Films,Canada,found footage
132983,Overnight (2012),Comedy|Romance,118065.0,,,95.0,2012-04-19,en,Valerie Breiman,Rachel Blanchard|James D'Arcy|Gbenga Akinnagbe,Fusion Film Group|Red Eye Productions,United States of America,rap music|airplane|professor|atheist|evangelical|allergy|woman director|hate-speak|jet flight|yapping dog
132985,A Certain Justice (2014),Action|Drama,252830.0,,,96.0,2014-08-04,en,James Coyne|Giorgio Serafini,Cung Le|Dolph Lundgren|Vinnie Jones,Hollywood Media Bridge|Picture Perfect Corp.|Voltage Pictures,United States of America,
132987,Kill 'em All (2012),Action|Crime|Thriller,150230.0,,,86.0,2012-12-11,en,Raimund Huber,Johnny Messner|Joe Lewis|Gordon Liu Chia-Hui,Epic Pictures Group,United States of America,martial arts|kidnapping|murder
132989,Frontera (2014),Drama|Western,259611.0,,,103.0,2014-07-31,en,Michael Berry,Ed Harris|Eva Longoria|Michael Peña,MJW Films|Ocean Blue Entertainment|Magnolia Pictures,United States of America,
132991,No Tears for the Dead (2014),Action|Thriller,265851.0,,4500000.0,117.0,2014-06-04,ko,Lee Jeong-beom,Jang Dong-gun|Kim Min-hee|Brian Tee,CJ Entertainment|Dice Film|Musa Productions|Stone Comics Entertainment,South Korea,hitman|tragic past|triad|mourning|gun violence|contract killer|elite squad|unintentional kill|violence
132993,Love Is the Perfect Crime (2013),Drama|Thriller,214093.0,,,110.0,2013-09-27,fr,Arnaud Larrieu|Jean-Marie Larrieu,Mathieu Amalric|Karin Viard|Maïwenn,Mollywood|Gaumont|Entre Chien et Loup|ARTE France Cinéma|RTS|Vega Film|Arena Films|Auvergne-Rhône-Alpes Cinéma,Belgium|France|Switzerland,teacher student relationship
132995,Dear Lemon Lima (2009),Drama,71394.0,,,87.0,2009-10-23,en,Suzi Yoonessi,Savanah Wiltfong|Shayne Topp|Beth Grant,Film Independent,United States of America,woman director
132997,Wrong Turn 6: Last Resort (2014),Horror,259072.0,1200000.0,,91.0,2014-08-22,en,Valeri Milev,Anthony Ilott|Aqueela Zoll|Sadie Katz,Constantin Film|Regency Enterprises|Summit Entertainment,Germany|United States of America,lake|mountain lake|mutant|forest|sequel|redneck|slasher|cannibal|hunting|incest|survival horror|voyeurism|voyeur|resting place
132999,Kriminal (1966),Action|Crime|Mystery,107184.0,,,98.0,1966-12-23,it,Umberto Lenzi,Glenn Saxson|Helga Liné|Andrea Bosic,Cooperativa Cinematográfica|Filmes Cinematografica|Estela Films|Copercines,Spain|Italy,spy|master thief|deception|based on comic|dirty tricks|criminal mastermind|eurospy|spies
133001,The Spy Who Loved Flowers (1966),Adventure,182067.0,,,93.0,1966-08-12,it,Umberto Lenzi,Roger Browne|Yoko Tani|Emma Danieli,Romana Film,Italy|Spain,spy|eurospy
133003,Superseven chiama Cairo (1965),Action|Drama,205490.0,,,95.0,1965-12-30,it,Umberto Lenzi,Roger Browne|Fabienne Dali|Massimo Serato,Romana Film|Prodex,France|Italy,eurospy
133005,008: Operation Exterminate (1966),Action|Comedy,254321.0,,,84.0,,it,Umberto Lenzi,Ingrid Schoeller|Alberto Lupo|Dina De Santis,Copro Films|Romana Film,Egypt|Italy,spy|double agent|female spy|government agent
133007,Temple of a Thousand Lights (1965),Adventure,107002.0,,,87.0,1965-01-16,it,Umberto Lenzi,Richard Harrison|Luciana Gilli|Wilbert Bradley,Filmes,Italy,based on novel or book|temple|thief|india|jewel
133009,"Sandoken, Pirate of Malaysia (1964)",Action,74605.0,,,102.0,1964-10-16,it,Umberto Lenzi,Steve Reeves|Jacqueline Sassard|Mimmo Palmara,Euro International Films|La Société des Films Sirius|Filmes|Ocean Films,France|Italy|Spain,rebellion|malaysia|pirate|19th century
133011,The Last Gladiator (1964),Adventure|Drama,134998.0,,,98.0,1964-06-27,it,Umberto Lenzi,Richard Harrison|Lisa Gastoni|Marilù Tolo,Unicité|Prometeo Film|Les Films Jacques Leitienne,France|Italy,gladiator|gladiator fight|peplum
133013,Temple of the White Elephant (1964),Action|Adventure|Drama,2192.0,,,85.0,1964-03-28,it,Umberto Lenzi,Alessandra Panaro|Marie Versini|Mimmo Palmara,Capitole Films|Filmes,France|Italy,jungle|peplum
133015,Sandokan the Great (1963),Adventure,4731.0,,,90.0,1963-11-19,it,Umberto Lenzi,Steve Reeves|Geneviève Grad|Andrea Bosic,Ocean Films|Filmes S.A.|Comptoir Français du Film Production,Spain|France|Italy,kidnapping|jungle
133017,Samson and the Slave Queen (1963),Action|Adventure|Drama,110260.0,,,86.0,1963-08-23,it,Umberto Lenzi,Pierre Brice|Sergio Ciani|Moira Orfei,Romana Film,Italy,zorro|samson
133019,Catherine of Russia (1963),Drama|Romance,229134.0,,,105.0,1963-01-12,it,Umberto Lenzi,Hildegard Knef|Sergio Fantoni|Giacomo Rossi Stuart,Romana Film|SNC,France|Italy,
133021,Il trionfo di Robin Hood (1962),Adventure,338344.0,,,77.0,1962-09-14,it,Umberto Lenzi,Don Burnett|Gia Scala|Gaia Germani,Triglav film,Italy|Yugoslavia,
133025,Queen of the Seas (1961),Drama,105862.0,,,87.0,1961-12-01,it,Umberto Lenzi,Lisa Gastoni|Jerome Courtland|Walter Barnes,Romana Film,Italy,pirate|disguise|pirate ship
133029,Black Demons (1991),Horror,49212.0,,,88.0,1991-01-05,it,Umberto Lenzi,Keith Van Hoven|Joe Balogh|Sonia Curtis,Filmakers S.r.l.,Italy,voodoo|jungle|zombie
133037,Nightmare Beach (1989),Horror,74646.0,,,90.0,1989-07-14,en,James Justice|Umberto Lenzi,Nicolas De Toth|Sarah Buxton|Rawley Valverde,Elpico Cinematografica|Laguna Films|Overseas FilmGroup,Italy|United States of America,
133045,Hitcher in the Dark (1989),Horror,28318.0,,,95.0,1989-01-01,it,Umberto Lenzi,Joe Balogh|Josie Bissett|Jason Saucier,Filmirage,Italy|United States of America,kidnapping|caravan|murder|whodunit|captive|hitchhiking|female serial killer
133047,Ghosthouse (1988),Horror,30997.0,,,95.0,1988-05-21,en,Umberto Lenzi,Lara Wendel|Greg Rhodes|Mary Sellers,Filmirage,Italy,haunted house|possessed|severed head|undertaker|doll|ghost
133049,Wartime (1986),Adventure|War,77681.0,,,85.0,,it,Umberto Lenzi,Peter Hooten|Werner Pochath|Giacomo Rossi Stuart,Sutjeska Film|A.M. Trading International S.r.l.,Italy|Yugoslavia,macaroni combat
133051,Bridge to Hell (1986),(no genres listed),122471.0,,,88.0,1986-01-01,it,Umberto Lenzi,Andy J. Forest|Jeff Conors|Carlo Mucari,AM Trading|Avatar Productions|Sutjeska Film,Italy|Yugoslavia,macaroni combat
133053,Wild Team (1985),(no genres listed),154433.0,,,83.0,1985-06-01,it,Umberto Lenzi,Antonio Sabàto|Werner Pochath|Ivan Rassimov,Lisa Film,United States of America|Italy,macaroni combat
133055,Ironmaster (1983),(no genres listed),28678.0,,,98.0,1983-03-10,it,Umberto Lenzi,Sam Pasco|Elvire Audray|George Eastman,Les Films Jacques Leitienne|Nuova Dania Cinematografica|Medusa Distribuzione|Imp.Ex.Ci.,France|Italy,tribe|cavemen|cave girls
133057,Cicciabomba (1982),(no genres listed),312092.0,,,92.0,1982-11-28,it,Umberto Lenzi,Donatella Rettore|Gena Gas|Adriana Russo,Emme R.T. Cinematografica,Italy,
133059,Daughter of the Jungle (1982),Adventure|Comedy,172075.0,,,92.0,1982-08-14,it,Umberto Lenzi,Sabrina Siani|Rodolfo Bigotti|Renato Miracco,National Cinematografica|Nuova Dania Cinematografica,Italy,snake|elephant|hippopotamus|exploitation|spider|catapult|tribe|jungle|tarantula|native peoples|chimpanzee|jungle girl
133063,From Corleone to Brooklyn (1979),Crime,105837.0,,,95.0,1979-04-13,it,Umberto Lenzi,Maurizio Merli|Mario Merola|Van Johnson,Primex,Italy,transport of prisoners|mafia
133065,From Hell to Victory (1979),Action|War,86248.0,,,103.0,1979-03-15,it,Umberto Lenzi,George Peppard|George Hamilton|Horst Buchholz,José Frade Producciones Cinematográficas|Les Films Princesse|New Film Production,France|Italy|Spain,world war ii
133067,Brothers Till We Die (1977),(no genres listed),52809.0,,,95.0,1977-08-18,it,Umberto Lenzi,Tomas Milian|Pino Colizzi|Isa Danieli,Dania Film|Medusa Distribuzione,Italy,
133069,The Biggest Battle; Battle Force (1978),Drama|War,50849.0,,,102.0,1978-02-07,it,Umberto Lenzi,Helmut Berger|Samantha Eggar|Giuliano Gemma,National Cinematografica|Dania Film,Germany|Italy,world war ii|battle|afrika korps
133071,"The Cynic, the Rat & the Fist (1977)",Action|Crime|Thriller,52810.0,,,100.0,1977-02-03,it,Umberto Lenzi,Maurizio Merli|John Saxon|Tomas Milian,Dania Film|Medusa Distribuzione,Italy,sniper rifle|fire extinguisher
133073,Free Hand for a Tough Cop (1976),(no genres listed),53155.0,,,92.0,1976-08-27,it,Umberto Lenzi,Tomas Milian|Nicoletta Machiavelli|Claudio Cassinelli,Variety Film Production,Italy,"police|rome, italy|ransom|kidnapping"
133075,Violent Naples (1976),(no genres listed),94809.0,,,95.0,1976-08-07,it,Umberto Lenzi,Maurizio Merli|John Saxon|Barry Sullivan,Paneuropean Production Pictures,Italy|France,"naples, italy|undercover cop|police interrogation|carjacking|poliziottesco"
133077,"Rome, Armed to the Teeth (1976)",Action,52808.0,,,94.0,1976-10-10,it,Umberto Lenzi,Maurizio Merli|Arthur Kennedy|Tomas Milian,,Italy,"rome, italy|hostage|criminal underworld|bank robbery|machine gun|deformed man|hardboiled detective|poliziottesco|italian police|shot to death"
133079,Syndicate Sadists (1975),Action|Crime|Thriller,28489.0,,,90.0,1975-08-16,it,Umberto Lenzi,Tomas Milian|Joseph Cotten|Maria Fiore,Dania Film|Medusa Distribuzione,Italy,kidnapping|revenge|crime family|street shootout
133081,Manhunt in the City (1975),(no genres listed),105859.0,,,90.0,1975-05-08,it,Umberto Lenzi,Henry Silva|Luciana Paluzzi|Silvano Tranquilli,Aquila Cinematografica,Italy,italy|transvestite|revenge|vigilante|bank robbery|poliziottesco
133083,Gang War in Milan (1973),Action|Crime|Thriller,3701.0,,,100.0,1973-02-21,it,Umberto Lenzi,Antonio Sabàto|Philippe Leroy|Antonio Casagrande,Lombard Films,Italy,italy|gangster|gang war|murder|poliziottesco
133085,Knife of Ice (1972),Horror|Mystery,28488.0,,,91.0,1972-08-24,it,Umberto Lenzi,Carroll Baker|Alan Scott|Ida Galli,Munidal Film,Spain|Italy,mute|slasher
133087,Man from Deep River (1972),Adventure|Horror,68146.0,,,93.0,1972-08-08,it,Umberto Lenzi,Ivan Rassimov|Me Me Lai|Prasitsak Singhara,Roas Produzioni,Italy,photographer|river|thailand|cannibal|video nasty|savage
133089,Seven Blood-Stained Orchids (1972),Crime|Horror|Thriller,3699.0,,,92.0,1972-02-24,it,Umberto Lenzi,Antonio Sabàto|Uschi Glas|Pier Paolo Capponi,Flora Film|National Cinematografica|Rialto Film,Germany|Italy,police|murder|slasher|evil priest
133091,An Ideal Place to Kill (1971),Crime|Thriller,64630.0,,,90.0,1971-08-18,it,Umberto Lenzi,Irene Papas|Ray Lovelock|Ornella Muti,Les Films Concordia|C. C. Champion,Italy,whodunit|hippies
133093,A Quiet Place to Kill (1970),Drama|Thriller,105079.0,,,94.0,1970-02-20,it,Umberto Lenzi,Carroll Baker|Jean Sorel|Alberto Dalbés,Medusa Distribuzione|Tritone Cinematografica|Producciones Cinematográficas D.I.A.|SNC,France|Italy|Spain,whodunit|race car driver
133095,La legione dei dannati (1969),Action|War,279874.0,,,90.0,1969-08-12,it,Umberto Lenzi,Jack Palance|Wolfgang Preiss|Curd Jürgens,Hape Film|Eguiluz Films|Tritone Cinematografica,Germany|Italy|Spain,"submarine|resistance|world war ii|transport of prisoners|normandy, france|revenge|train|commando|disguise|occupied france (1940-44)|collaborator"
133097,Orgasmo (1969),(no genres listed),64525.0,,,91.0,1969-02-07,it,Umberto Lenzi,Carroll Baker|Lou Castel|Colette Descombes,Société Nouvelle de Cinématographie|Titanus,France|Italy,widow|paranoia|whodunit|exhibitionist
133099,A Gun for One Hundred Graves (1968),Western,145002.0,,,81.0,1968-08-24,it,Umberto Lenzi,Peter Lee Lawrence|John Ireland|Gloria Fernán Osuna,Copercines|Tritone Cinematografica,Italy|Spain,spaghetti western
133101,Desert Commandos (1966),Adventure|Drama|War,161648.0,,,90.0,,it,Umberto Lenzi,Ken Clark|Horst Frank|Jeanne Valérie,Constantin Film|PEA|Films EGE,France|Germany|Italy,
133103,Napoli: i 5 della squadra speciale (1979),Crime,260982.0,,,92.0,1979-01-01,en,Mario Bianchi,Richard Harrison|Lina Polito|Enrico Maisto,October 77 Films,Italy,
133105,"Ringo, It's Massacre Time (1970)",(no genres listed),148431.0,,,80.0,1970-08-02,it,Mario Pinzauti,Mickey Hargitay|Jean Louis|Lucia Bomez,La Volpe,Italy,sheriff|brother|spaghetti western
133107,Let's Go And Kill Sartana (1971),Western,151423.0,,,87.0,1971-09-06,it,Mario Pinzauti|George Martin,George Martin|Gordon Mitchell|Isarco Ravaioli,ABC Cinematográfica|Marco Claudia Cinematografica,Italy|Spain,spaghetti western
133109,Due Magnum .38 per una città di carogne (1975),Action|Crime,260857.0,,,88.0,1975-10-02,en,Mario Pinzauti,Dino Strano|Iloush Khoshabe|Luigi Pistilli,MNC Triangolo,Italy,pimp|magnum
133111,Mandinga (1976),Adventure|Drama,91473.0,,,88.0,1976-09-09,it,Mario Pinzauti,Antonio Gismondo|Serafino Profumo|Maria Rosaria Riuzzi,Società Europea Films Internazionali Cinematografica,Italy,exploitation|plantation|punishment|interracial relationship|racism|lust|slave
133115,We Could Be King (2014),Documentary,268159.0,,,75.0,2014-04-23,en,Judd Ehrlich,Ed Dunn|Dontae Angus|Kelly Cottle,Flatbush Pictures|Tribeca Digital Studios,United States of America,sports
133117,Canopy (2013),Adventure|Drama|War,215946.0,,,80.0,,en,Aaron Wilson,Khan Chittenden|Robert Menzies|Edwina Wren,Finer Films|Jin Chuan Pictures,Australia|Singapore,singapore|world war ii|jungle|imperial japan|1940s|complex|intense
133119,Raised by Wolves (2014),Horror,290656.0,,,76.0,2014-08-18,en,Mitchell Altieri,Evan Crooks|Monty Geer|Leore Hayon,Sawhorse Productions|San Francisco Independent Cinema|Helios Productions,United States of America,skateboarding|possession|cult|abandoned house|killer|desert|found footage
133121,Rites of Spring (2011),Horror|Thriller,92397.0,,,81.0,2011-10-22,en,Padraig Reynolds,Katherine Randolph|Anessa Ramsey|AJ Bowen,White Rock Lake Productions,United States of America,monster|kidnapping|decapitation|rite
