movieId,title,tmdb_id,genres,runtime,release_date,original_language,cast_frequency,director_frequency,avg_rating,num_ratings
210535,Antrum (2018),412546.0,Horror,95.0,2018-10-14,en,2,0,2.2619,21
210569,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn) (2020),495764.0,Action|Adventure|Crime,109.0,2020-02-05,en,35,1,2.9945,1353
210583,Magical Christmas Ornaments (2017),483554.0,Drama|Romance,84.0,2017-12-03,en,36,9,2.8333,3
210609,Sinkhole (2013),395437.0,Action|Drama,90.0,2013-04-01,en,3,3,1.5,1
210621,Deathcember (2019),597785.0,Horror,145.0,2019-10-25,en,28,22,3.1,5
210635,The Experience (2019),645302.0,(no genres listed),95.0,2019-11-05,en,0,0,2.0,1
210637,Deadly Expose (2017),479366.0,Thriller,87.0,2017-05-01,en,2,1,2.0,1
210677,Gettin' Square (2003),23201.0,Action|Comedy|Thriller,100.0,2003-10-09,en,13,1,3.0,2
210709,The Dunes (2019),641213.0,Drama|Mystery|Thriller,88.0,2019-11-01,en,1,0,0.5,1
210773,Legend of the Evil Lake (2003),41853.0,Action|Adventure|Fantasy,92.0,2003-11-28,ko,1,0,3.0,1
210795,Young Dr. Freud (2002),277137.0,Documentary,120.0,2002-11-27,en,12,1,3.5,1
210845,The Director and the Jedi (2018),510714.0,Documentary,95.0,2018-03-12,en,1,2,2.9167,6
210847,Bloodshot (2020),338762.0,Action|Drama|Fantasy|Sci-Fi,110.0,2020-03-05,en,27,0,2.8138,400
210865,Bad Boys for Life (2020),38700.0,Action|Crime|Thriller,124.0,2020-01-15,en,67,6,3.0485,639
210883,Shailaja Reddy Alludu (2018),536429.0,Comedy|Drama,148.0,2018-08-31,te,16,2,3.0,1
210887,Małe stłuczki (2014),250368.0,Drama,78.0,2014-01-27,pl,0,0,2.0,1
210941,Secret Santa (2018),450545.0,Comedy|Horror,89.0,2018-03-03,en,7,3,2.3333,3
210947,The Trouble with Mistletoe (2017),500464.0,Comedy|Romance,111.0,2017-12-15,en,8,1,5.0,1
210961,Alice and the Mayor (2019),592480.0,Comedy|Drama,103.0,2019-05-18,fr,44,1,2.8125,8
210977,The Halt (2019),597080.0,Drama|Sci-Fi|Thriller,282.0,2019-06-01,tl,5,14,3.5,2
210985,"Florentina Hubaldo, CTE (2012)",133470.0,Drama,367.0,2012-04-30,tl,2,8,2.5,2
210993,Evolution of a Filipino Family (2004),163957.0,Drama,625.0,2004-09-17,tl,4,2,2.75,4
211009,3 (2012),79660.0,Drama|Romance,145.0,2012-03-30,ta,6,0,3.5,10
211029,"Intent to Destroy: Death, Denial & Depiction (2017)",452509.0,Documentary,115.0,2017-11-10,en,9,11,3.0,1
211031,Chasing Molly (2019),600886.0,Comedy,80.0,2019-05-06,en,3,0,2.5,1
211067,Os Farofeiros (2018),494493.0,Comedy,103.0,2018-03-08,pt,1,6,2.25,2
211091,Bernie the Dolphin 2 (2019),656216.0,Action|Children|Comedy,99.0,2019-12-17,en,52,0,1.2,5
211151,Old Cats (2010),112555.0,Comedy|Drama,89.0,2010-10-08,es,3,1,2.75,2
211189,Sodom (2017),461598.0,Drama|Romance,94.0,2017-06-17,en,0,0,3.1,5
211241,The Yellow Night (2019),575869.0,Horror,100.0,2019-08-07,pt,0,1,2.5,2
211249,Random Acts of Violence (2019),582049.0,Horror,80.0,2019-07-31,en,9,1,2.7,10
211257,Maine (2018),510041.0,Drama,86.0,2018-12-13,en,14,0,2.5,3
211279,The Killer Eye (1999),64921.0,Comedy|Horror|Sci-Fi,72.0,1999-01-18,en,2,21,2.25,2
211375,The Werewolf Reborn! (1998),267570.0,Children|Horror,48.0,1998-10-20,en,3,6,1.5,2
211446,The Ghost Who Walks (2019),574902.0,Crime,106.0,2019-07-21,en,7,0,2.3333,3
211450,Segfault (2018),463594.0,Action|Thriller,84.0,2018-01-01,en,3,0,2.0,1
211472,Turtle Odyssey (2018),575728.0,Documentary,45.0,2018-06-30,en,37,0,3.5,3
211492,Two & Two (2011),149524.0,Drama,8.0,2011-05-11,fa,1,0,3.3333,3
211528,Спасибо деду за победу (2019),576984.0,Children|Comedy,94.0,2019-05-01,ru,9,0,2.75,2
211530,"Pride, Prejudice and Mistletoe (2018)",535810.0,Romance,83.0,2018-12-23,en,39,12,3.2,5
211586,The Reading Room (2005),47516.0,Drama,93.0,2005-11-04,en,48,0,2.75,4
211594,Tommaso (2020),575426.0,Drama,118.0,2020-01-08,it,54,18,3.7692,13
211600,Saving Jaws (2019),613476.0,Documentary,58.0,2019-06-24,en,0,0,0.5,1
211634,Two Tails (2018),518601.0,Animation|Children,75.0,2018-05-31,ru,4,0,1.0,2
211646,My Favorite Shapes by Julio Torres (2019),612392.0,Comedy,57.0,2019-08-10,en,39,1,3.375,12
211654,Slayer: The Repentless Killogy (2019),638598.0,(no genres listed),131.0,2019-11-06,en,2,3,0.5,1
211666,Cow (2009),44714.0,Drama|War,105.0,2009-09-11,zh,1,0,4.5,2
211690,Bite Marks (2011),66794.0,Comedy|Horror,82.0,2011-06-17,en,5,0,2.8333,3
211728,The SpongeBob Musical: Live on Stage! (2019),651985.0,Children|Comedy,114.0,2019-12-07,en,0,2,2.9167,12
211828,The 4th Dimension (2006),31576.0,Drama|Fantasy|Mystery|Sci-Fi|Thriller,82.0,2006-04-01,en,0,0,3.0,2
211832,Three Businessmen (1998),95035.0,Comedy|Drama,80.0,1998-10-14,en,1,6,3.75,2
211836,"When I Get Home, My Wife Always Pretends to be Dead (2018)",483119.0,Comedy,115.0,2018-06-08,ja,10,1,2.6667,3
211880,Inner Ghosts (2019),408576.0,Horror,89.0,2019-01-11,en,0,0,2.25,2
211894,A Chinese Ghost Story: The Tsui Hark Animation (1997),44424.0,Action|Animation|Comedy|Fantasy|Romance,84.0,1997-07-26,cn,3,0,3.625,4
211940,Leslie Jones: Time Machine (2020),638707.0,Comedy,66.0,2020-01-14,en,1,0,2.0833,12
212016,Hair Love (2019),589739.0,Animation|Children|Drama,7.0,2019-08-14,en,1,3,3.5805,87
212054,Lovechild (2005),12726.0,Drama,85.0,2005-07-01,de,0,0,3.75,2
212086,D-Railed (2018),551238.0,Action|Adventure|Horror,80.0,2018-12-01,en,0,2,2.5,5
212088,Horse Girl (2020),653601.0,Drama|Thriller,103.0,2020-01-27,en,10,2,3.1462,212
212124,Bulletproof 2 (2020),591237.0,Action|Comedy,97.0,2020-01-07,en,34,14,2.0,1
212192,Frankie (2019),505941.0,Drama,98.0,2019-08-28,fr,126,4,2.6667,12
212211,Dream Job (2019),634852.0,Drama,13.0,2019-09-25,fi,2,0,1.75,2
212227,A Sun (2019),622951.0,Drama,156.0,2019-11-01,zh,0,2,3.8148,27
212253,My Name Is Myeisha (2018),513380.0,Drama,85.0,2018-01-21,en,0,1,5.0,1
212293,Hors piste (2018),587319.0,Animation|Comedy,6.0,2018-09-11,fr,7,0,3.2143,7
212347,Sonora: The Devil’s Highway (2019),553794.0,Drama|Thriller|Western,95.0,2019-09-06,es,10,2,2.375,4
212349,The Great Alaskan Race (2019),543025.0,Action|Adventure|Drama,87.0,2019-02-27,en,31,0,1.8333,3
212351,Storming Juno (2010),72248.0,War,88.0,2010-11-11,en,0,1,2.5,1
212363,Impetigore (2019),572468.0,Horror|Mystery|Thriller,106.0,2019-10-17,id,3,5,3.4324,37
212367,Valhalla (2019),571655.0,Adventure|Fantasy|Thriller,105.0,2019-10-10,da,3,2,2.875,8
212403,Speed of Life (2020),525798.0,Drama|Sci-Fi,76.0,2020-01-10,en,5,0,2.3333,3
212409,Patients of a Saint (2020),523371.0,Horror,106.0,2020-02-28,en,0,0,2.25,4
212411,The Deadbeats (2019),663199.0,Thriller,84.0,2019-10-25,en,0,1,3.5,1
212429,Coffin Baby (2013),71682.0,Horror,85.0,2013-03-15,en,49,0,1.0,1
212467,Eye of the Leopard (2006),153601.0,Documentary,90.0,2006-10-08,en,30,1,4.0,1
212543,Standing Up for Sunny (2019),507647.0,Comedy,99.0,2019-06-12,en,6,1,2.6667,3
212571,Pond Life (2019),561943.0,(no genres listed),100.0,2019-04-26,en,0,0,3.6667,3
212585,The Blonde One (2019),581791.0,Drama|Romance,108.0,2019-07-11,es,0,4,3.0667,15
212775,Love Undercover (2002),45504.0,Action|Comedy|Romance,103.0,2002-03-07,cn,2,3,3.25,2
212795,Devilman Volume 3: Devilman Apocalypse (2000),62182.0,Animation|Fantasy|Horror,45.0,2000-05-24,ja,4,0,3.75,2
212821,Jackie (2012),107178.0,Drama,100.0,2012-05-10,nl,28,1,3.25,2
212829,Coweb (2009),84825.0,Action|Crime,87.0,2009-05-01,zh,7,0,3.5,2
212875,Don't Look at Me That Way (2016),391980.0,Drama,88.0,2016-06-16,de,8,0,2.0,1
212923,If I Were a Boy (2017),430528.0,Comedy,95.0,2017-02-22,fr,38,1,1.7143,7
212975,More Than God (2015),442829.0,Comedy|Drama,9.0,2015-07-01,en,1,0,3.1667,3
213001,Missions of Love (2018),577974.0,Comedy|Romance,96.0,2018-06-23,ja,3,0,3.0,4
213087,Capital in the 21st Century (2019),603106.0,Documentary,103.0,2019-09-12,en,0,1,3.64,25
213113,One Perfect Day (2004),14130.0,Drama|Romance,106.0,2004-02-19,en,2,0,2.9,5
213151,O Barato de Iacanga (2019),590712.0,Documentary,93.0,2019-06-10,pt,0,0,3.8333,3
213195,Lilly the Witch The Dragon and the Magic Book (2009),30144.0,Children|Comedy|Fantasy,89.0,2009-02-12,de,2,5,0.5,1
213199,One Day at Disney (2019),655571.0,Documentary,62.0,2019-12-03,en,67,2,2.5,1
213213,Impractical Jokers: The Movie (2020),566927.0,Comedy,92.0,2020-02-21,en,4,0,2.9796,49
213221,Grounding: The Last Days of Swissair (2006),35403.0,Drama,120.0,2006-01-19,de,0,0,3.25,2
213247,Mardaani 2 (2019),591101.0,Action|Crime|Thriller,103.0,2019-12-12,hi,33,0,3.45,10
213263,Above the Clouds (2018),636973.0,Comedy|Drama,87.0,2018-10-01,en,3,0,3.3333,3
213277,The Old Man Movie (2019),636207.0,Animation|Comedy,88.0,2019-09-27,et,1,0,3.125,4
213295,Timeless Love (2019),663566.0,(no genres listed),85.0,2019-12-26,de,6,7,4.375,4
213303,Bluebird (2019),576707.0,Documentary,87.0,2019-03-14,en,4,0,2.0,1
213353,My Hero Academia: Heroes Rising (2019),592350.0,Animation,104.0,2019-12-20,ja,2,1,3.7745,51
213399,Black Hole Apocalypse (2018),541386.0,Documentary,112.0,2018-01-10,en,7,1,3.8,5
213487,Mission to the Sun (2018),568161.0,Documentary,44.0,2018-11-18,en,7,1,3.0,4
213497,The Bird Can't Fly (2008),82697.0,Drama,89.0,2008-01-03,en,0,0,3.25,4
213499,Venky Mama (2019),613853.0,Action|Children|Comedy|Drama,149.0,2019-12-13,te,21,0,3.25,2
213545,The Vibe (2019),608386.0,Mystery|Thriller,89.0,2019-05-07,en,1,0,1.625,4
213575,Drain the Great Lakes (2011),215147.0,Documentary,60.0,2011-12-01,en,7,1,3.0,1
213585,The Way Back (2020),529485.0,Drama,108.0,2020-03-05,en,43,6,3.1714,245
213602,The Trip to Greece (2020),611179.0,Comedy|Drama,110.0,2020-07-02,en,34,25,3.1596,47
213608,Pompeii: Life and Death in a Roman Town (2010),203016.0,Documentary,59.0,2010-12-14,en,0,0,3.0,3
213668,Taylor Tomlinson: Quarter-Life Crisis (2020),671652.0,Comedy,61.0,2020-03-03,en,0,23,3.7244,78
213694,Ben 10 Secret of the Omnitrix (2007),15403.0,Animation|Children|Sci-Fi,71.0,2007-08-10,en,5,0,3.8333,3
213702,10 Things We Should Do Before We Break Up (2020),534039.0,Comedy|Romance,75.0,2020-03-05,en,34,1,2.0556,9
213768,Love Journal (2009),63604.0,Comedy|Romance,92.0,2009-08-20,ru,0,0,2.5,1
213780,I Want You (2007),21943.0,Comedy|Romance,106.0,2007-03-09,it,5,0,2.5,1
213788,Girl's Best Friend (2008),33225.0,Comedy|Drama,90.0,2008-02-02,en,19,9,2.25,2
213854,Climate Change: The Facts (2019),596179.0,Documentary,58.0,2019-04-18,en,24,0,3.6,5
213878,De Eetclub (2010),62339.0,Thriller,94.0,2010-11-25,nl,8,3,2.5,1
213896,The Accountant of Auschwitz (2018),520789.0,Documentary,78.0,2018-04-29,en,0,0,3.5,8
213898,Never Rarely Sometimes Always (2020),595671.0,Drama,101.0,2020-03-13,en,4,2,3.6208,207
213900,Big Time Adolescence (2020),539617.0,Comedy,91.0,2020-03-13,en,14,1,3.5729,144
213928,Punk in Africa (2012),216454.0,Documentary,82.0,2012-10-03,en,0,0,3.0,1
213964,She Lives by Night (2001),208657.0,Horror,106.0,2001-12-17,en,0,0,1.5,1
213966,Progeny (1998),105588.0,Horror|Sci-Fi,98.0,1998-03-30,en,25,6,2.25,4
213984,Eddie: Strongman (2015),379832.0,Documentary,98.0,2015-08-08,en,0,1,3.4,5
213988,Hope Gap (2019),537140.0,Drama|Romance,100.0,2019-10-03,en,54,0,3.25,26
214004,Erreway: 4 caminos (2004),241393.0,Adventure|Drama,102.0,2004-07-01,es,0,0,3.5,1
214050,Saint Frances (2020),576005.0,Comedy|Drama,100.0,2020-02-28,en,0,0,3.6186,59
214068,Rascal Does Not Dream of a Dreaming Girl (2019),572154.0,Animation|Comedy|Drama|Fantasy|Romance,90.0,2019-06-15,ja,6,0,3.8056,18
214070,Marc Maron: End Times Fun (2020),675595.0,Comedy,71.0,2020-03-10,en,5,9,3.2,35
214152,Love in Store (2020),661336.0,Romance,82.0,2020-02-22,en,7,17,4.0,2
214180,Clown Fear (2020),674464.0,Horror,109.0,2020-02-18,en,8,0,2.0,1
214204,Subira (2019),571203.0,Drama,90.0,2019-11-01,sw,0,0,1.0,1
214240,Altered Carbon: Resleeved (2020),665251.0,Animation|Crime|Drama|Fantasy|Mystery|Sci-Fi,75.0,2020-03-18,ja,7,0,2.9191,68
214252,Investigation 13 (2019),542580.0,(no genres listed),90.0,2019-09-10,en,16,0,3.0,2
214306,Killer Mom (2017),461821.0,Thriller,90.0,2017-04-15,en,4,1,2.5,3
214312,Sea Change (2017),475624.0,Drama|Fantasy,81.0,2017-09-17,en,2,1,2.5,1
214318,They're Out of the Business (2011),102652.0,Comedy,89.0,2011-04-06,en,6,8,2.5,1
214480,30:e november (1995),77343.0,Drama,116.0,1995-03-10,sv,2,1,1.25,2
214494,Military Wives (2020),617784.0,Drama,113.0,2020-03-06,en,39,6,2.8793,29
214514,In the Time It Takes to Get There (2019),592747.0,Comedy,11.0,2019-04-03,en,24,3,2.5,1
214518,Code 2600 (2011),97972.0,Documentary,82.0,2011-12-30,en,0,0,4.1667,3
214546,A Night of Horror: Nightmare Radio (2020),630766.0,Horror,100.0,2020-02-06,en,0,0,2.0,4
214626,My Dog Stupid (2019),536506.0,Comedy,106.0,2019-10-30,fr,49,6,3.0667,15
214630,The Music of Silence (2017),475242.0,Drama,120.0,2017-09-18,it,68,8,1.75,2
214706,Texas 2 (2019),632519.0,Comedy,99.0,2019-04-10,fa,6,1,2.9,5
214714,We Are All Together (2019),608976.0,Comedy,95.0,2019-06-05,fa,10,3,3.0,3
214732,Waiting Place of Heaven (2018),553920.0,Comedy|Drama,90.0,2018-11-21,tl,5,3,2.5,1
214740,Norway (2014),285554.0,Comedy|Drama|Fantasy|Horror,73.0,2014-07-07,el,10,0,2.8333,3
214754,Change in the Air (2018),497622.0,Drama,94.0,2018-10-19,en,38,0,3.75,2
214756,Wolf (2019),549773.0,Drama,85.0,2019-09-13,en,1,1,1.75,2
214774,The Main Event (2020),637157.0,Children|Comedy,102.0,2020-04-10,en,8,23,2.1957,23
214776,Extraction (2020),545609.0,Action|Thriller,116.0,2020-04-23,en,29,0,3.2849,918
214814,Radeloos (2008),17892.0,Drama,115.0,2008-10-02,en,1,1,4.0,1
214824,Mucize (2015),321050.0,Drama|Romance,136.0,2015-01-01,tr,3,1,3.5,4
214836,La Chana (2016),445544.0,Documentary,83.0,2016-11-17,es,7,0,3.75,2
214852,Love is a Sting (2015),634621.0,Comedy|Drama,18.0,2015-07-01,en,15,0,3.5,1
214894,Arkansas (2020),560204.0,Crime|Drama|Thriller,117.0,2020-05-05,en,45,0,2.8169,71
214902,The Warrant (2020),676156.0,Western,90.0,2020-02-06,en,29,1,2.8333,3
214906,Freshman Year (2019),680287.0,Drama,105.0,2019-05-03,en,3,0,0.5,1
214924,Sterva (2009),64193.0,Romance,88.0,2009-04-05,ru,4,0,4.0,1
214939,The Other Lamb (2020),617786.0,Drama|Horror|Thriller,97.0,2020-04-03,en,13,4,2.6222,45
214941,Run This Town (2020),576682.0,Drama,99.0,2020-03-06,en,10,0,2.4167,6
214949,Final Kill (2020),675431.0,Action,80.0,2020-09-21,en,7,6,2.5,5
214961,Blight (1996),289853.0,(no genres listed),15.0,1996-12-31,en,10,3,3.6,5
214975,Catcalls (2017),502920.0,Horror,9.0,2017-11-17,en,0,0,2.5,2
215015,Captain Sabertooth and the Magical Diamond (2020),606149.0,Animation|Children,81.0,2020-02-13,no,1,4,3.75,2
215027,C Me Dance (2009),177096.0,(no genres listed),89.0,2009-04-09,en,0,0,1.75,2
215029,Jet Set (2000),51861.0,Comedy,105.0,2000-06-14,fr,14,0,2.5,4
215075,Just My Type (2020),676619.0,Romance,84.0,2020-03-28,en,15,18,2.1,5
215097,Maman a tort (2016),424505.0,Drama,110.0,2016-11-09,fr,8,3,2.5,1
215103,Joan of Arc (2019),540111.0,Drama|War,137.0,2019-09-11,fr,30,8,0.5,1
215117,Coffee & Kareem (2020),615177.0,Action|Comedy,88.0,2020-04-03,en,30,6,2.8854,48
215127,The Whistleblower (2019),622832.0,Action|Crime|Mystery,134.0,2019-12-06,zh,10,2,3.5,1
215133,Stan Lee's Mighty 7 (2014),254187.0,Animation|Children|Sci-Fi,66.0,2014-02-01,en,76,0,3.25,2
215221,The Blood of Wolves (2018),474538.0,Crime|Drama,126.0,2018-05-12,ja,39,3,3.4,5
215225,Making Waves: The Art of Cinematic Sound (2019),595841.0,Documentary,95.0,2019-10-25,en,2,0,3.5667,15
215233,Hara Hara Mahadevaki (2017),439977.0,Comedy|Drama|Romance,140.0,2017-09-29,ta,6,0,3.5,1
215247,Freak Dance (2010),75786.0,Comedy,90.0,2010-07-10,en,1,0,4.0,1
215273,Conejo en la Luna (2013),545983.0,(no genres listed),5.0,2013-01-01,xx,7,0,5.0,1
215303,Accommodations (2018),529901.0,Comedy,98.0,2018-06-08,en,3,0,2.0,1
215321,Rzhev (2019),647498.0,Drama|War,113.0,2019-12-05,ru,0,1,1.625,4
215327,Marvel Rising: Playing with Fire (2019),592689.0,Animation,44.0,2019-12-18,en,4,1,3.1,5
215333,Marvel Rising: Battle of the Bands (2019),592687.0,Action|Animation|Comedy|Sci-Fi,22.0,2019-08-28,en,11,0,3.5,3
215377,To Your Last Death (2019),366171.0,Animation|Horror,91.0,2019-11-30,en,73,0,2.85,10
215407,Natasha (2015),356321.0,Drama,93.0,2015-09-24,en,1,1,3.0,1
215425,Cocote (2017),467398.0,Drama,106.0,2017-08-21,es,0,0,1.0,1
215443,One Hundred Thousand Bad Jokes II (2017),474386.0,Animation|Comedy|Fantasy,101.0,2017-08-18,zh,0,0,4.0,1
215471,"The Chef, The Actor, The Scoundrel (2013)",195300.0,Action|Comedy,108.0,2013-03-29,zh,16,2,4.0,1
215475,Love Is Not Blind (2011),79824.0,Comedy|Drama|Romance,110.0,2011-11-08,zh,1,1,1.75,2
215479,LA Originals (2020),688848.0,Documentary,92.0,2020-04-10,en,16,0,2.3333,9
215483,The Buried Secret of M. Night Shyamalan (2004),60394.0,Comedy|Documentary,125.0,2004-06-18,en,9,1,1.875,4
215527,The Half of It (2020),597219.0,Comedy|Romance,104.0,2020-05-01,en,1,1,3.5448,368
215537,Hiroshima: The Aftermath (2015),358269.0,Documentary,90.0,2015-06-06,en,2,0,2.25,2
215579,Thalasso (2019),582874.0,Comedy|Drama,93.0,2019-08-21,fr,93,9,4.0,2
215601,Le metamorfosi (2019),641046.0,Documentary,94.0,2019-10-20,it,4,0,3.0,1
215603,Hijos del viento (2000),46437.0,Adventure|Drama|Romance,96.0,2000-06-16,es,39,0,1.75,2
215629,Benjamin (2019),597202.0,Comedy|Drama,85.0,2019-04-23,en,16,1,1.8,5
215655,Summertime (2016),413730.0,Drama|Romance,103.0,2016-09-15,it,0,8,2.75,6
215671,Deep Ocean: The Lost World of the Pacific (2015),484876.0,(no genres listed),110.0,2015-01-01,en,12,0,3.5,1
215673,Jane Goodall: The Hope (2020),694059.0,Documentary,88.0,2020-04-22,en,7,0,2.1667,9
215675,España dividida: La Guerra Civil en color (2016),454950.0,(no genres listed),94.0,2016-04-30,es,7,1,3.5,1
215757,"Gourmet Detective: Eat, Drink and Be Buried (2017)",479242.0,Mystery,83.0,2017-10-08,en,23,12,2.0,2
215759,The Extraordinary Tale of the Times Table (2014),259099.0,Comedy|Drama,79.0,2014-07-25,es,0,0,2.6667,3
215767,Finding Fatimah (2017),447869.0,(no genres listed),83.0,2017-04-21,en,0,0,2.25,2
215869,B Tech (2018),522495.0,Comedy|Romance,146.0,2018-05-05,ml,9,0,3.0,2
215941,Nevrland (2019),571032.0,Drama,89.0,2019-09-23,de,10,0,3.3,5
215947,TFW NO GF (2020),664302.0,Documentary,83.0,2020-04-27,en,0,0,2.7241,29
216001,Anhedonia (2019),646310.0,Drama|Mystery|Thriller,109.0,2019-11-08,en,0,0,2.5,2
216007,Dangerous Lies (2020),689723.0,Thriller,96.0,2020-04-30,en,6,17,2.5962,52
216031,The Infiltrator (1995),144938.0,(no genres listed),92.0,1995-06-24,en,8,8,3.0,1
216083,Lamp (2003),474897.0,Documentary,31.0,2003-09-09,en,3,19,3.5,1
216091,Stupid Teenagers Must Die (2006),65857.0,Horror,80.0,2006-10-14,en,0,0,2.5,1
216101,Katt Williams Presents: Katthouse Comedy (2009),20930.0,Comedy,64.0,2009-01-20,en,5,1,2.5,1
216113,Fatwa (2006),41860.0,Drama|Thriller,91.0,2006-03-24,en,14,1,1.0,1
216153,World Famous Lover (2020),659674.0,Drama|Romance,156.0,2020-02-14,te,16,1,2.3,5
216175,Doc West II (2009),55093.0,Action|Thriller|Western,97.0,2009-09-14,it,34,6,3.0,1
216179,Rising High (2020),658751.0,Comedy|Drama,94.0,2020-04-17,de,17,1,3.0455,11
216239,Beck 37 - Without Intent (2018),507050.0,Crime|Mystery|Thriller,90.0,2018-03-03,sv,47,2,2.5833,6
216245,The Divine Move 2: The Wrathful (2019),580626.0,Action|Crime,106.0,2019-11-07,ko,19,0,3.75,2
216279,Hitman: Agent Jun (2020),604362.0,Action|Comedy,110.0,2020-01-22,ko,15,0,3.4375,16
216283,La reina de los lagartos (2020),649072.0,Sci-Fi,63.0,2020-11-20,es,10,0,0.5,1
216312,Dagaalty (2020),607138.0,Action|Comedy,120.0,2020-01-29,ta,10,2,1.0,2
216314,Elisa K (2010),110207.0,Drama,71.0,2010-09-23,ca,1,0,2.0,2
216384,Lost in Russia (2020),603770.0,Comedy|Drama,126.0,2020-01-24,zh,7,1,4.0,3
216388,Porno (2020),576004.0,Comedy|Horror,98.0,2020-05-08,en,0,0,2.5,18
216392,Swimmer (2012),162547.0,Drama,17.0,2012-06-24,en,0,4,3.5,5
216404,Lázaro de Tormes (2001),187915.0,(no genres listed),88.0,2001-01-19,es,27,10,2.5,1
216410,Crazy for You (1999),490684.0,(no genres listed),141.0,1999-10-20,en,1,1,4.5,1
216448,A Christmas Wish (2019),626285.0,Romance,90.0,2019-11-28,en,14,1,3.6667,3
216477,One of Us (2017),446867.0,Drama|Horror|Mystery,86.0,2017-03-14,en,7,1,2.5,1
216485,Éclair (2016),632898.0,(no genres listed),13.0,2016-03-31,en,1,0,4.25,2
216531,Dear Dakanda (2005),76430.0,Drama|Romance,132.0,2005-10-06,th,0,1,3.5,2
216543,Hello Destroyer (2016),410200.0,Drama,110.0,2016-09-10,en,6,0,2.5,1
216585,My Friend Nietzsche (2012),369131.0,(no genres listed),15.0,2012-09-22,pt,0,0,2.5,1
216591,Shucking the Curve (1998),409830.0,(no genres listed),90.0,1998-01-01,en,0,0,3.0,2
216617,Daddy (2015),385124.0,Drama,89.0,2015-09-12,en,1,0,3.1667,3
216705,Death on a Factory Farm (2009),178864.0,Documentary,83.0,2009-03-16,en,7,0,4.0,1
216709,"Cycles of Porn: Sex/Life in L.A., Part 2 (2005)",380678.0,Documentary,104.0,2005-09-08,en,0,0,3.6667,3
216727,AirBNB Dream or Nightmare (2016),423251.0,Documentary,47.0,2016-09-21,en,0,0,3.0,1
216737,World of Darkness (2017),480368.0,Documentary,89.0,2017-05-11,en,7,0,3.625,4
216775,Visit (2020),696167.0,Drama,5.0,2020-04-21,zh,0,10,3.5,1
216791,The Dinner Party (2020),686003.0,Horror|Thriller,116.0,2020-05-29,en,16,4,1.8571,14
216795,Snow Steam Iron (2017),476673.0,Action|Drama|Thriller,4.0,2017-09-19,en,0,8,3.5,5
216801,The Ascent (2020),614208.0,Action|Horror|Sci-Fi,103.0,2020-06-12,en,1,3,1.1667,3
216805,To the Stars (2019),513111.0,Drama,109.0,2019-01-25,en,26,2,3.2143,7
216809,Scandalous: The Untold Story of the National Enquirer (2019),633873.0,Documentary,97.0,2019-11-15,en,2,1,3.5,3
216827,Love Aaj Kal (2020),590403.0,Drama|Romance,141.0,2020-02-14,hi,19,6,1.7,5
216831,Mobile Suit Gundam: The Origin I - Blue-Eyed Casval (2015),329365.0,Action|Animation|Drama|Sci-Fi,63.0,2015-02-28,ja,22,5,3.8,5
216879,The Rockford Files: A Blessing in Disguise (1995),182373.0,(no genres listed),120.0,1995-05-14,en,48,9,4.0,4
216885,Chamada a Cobrar (2012),247267.0,Drama,72.0,2012-10-08,pt,0,2,2.5,1
216897,Sex and the Matrix (2000),344225.0,(no genres listed),6.0,2000-06-03,en,27,0,1.0,1
216901,Taking Father Home (2005),208414.0,Drama,100.0,2005-11-20,zh,0,0,2.5,1
216911,Girls' Encounter (2018),518655.0,Drama,101.0,2018-06-30,ja,0,0,3.0,1
216989,Holiday Breakup (2016),422792.0,Comedy|Romance,88.0,2016-11-01,en,3,0,2.5,2
217001,The Voices (2020),639250.0,Horror|Thriller,96.0,2020-07-03,en,5,0,1.875,8
217055,First Kiss (2012),126406.0,Comedy|Romance,106.0,2012-01-25,th,0,0,3.0,1
217067,Baabul (2006),48184.0,Children|Drama|Romance,169.0,2006-12-08,hi,52,1,3.0,1
217071,DC Showcase: Sgt. Rock (2019),618346.0,Action|Animation|Fantasy|Horror|Sci-Fi|War,14.0,2019-07-20,en,25,3,2.9091,11
217091,Brampton's Own (2018),557818.0,Drama,89.0,2018-10-19,en,16,0,2.0,3
217123,Letter from Masanjia (2019),515651.0,Documentary,76.0,2019-09-12,en,0,0,3.25,4
217135,Crimi Clowns 2.0: Scum (2016),448287.0,Crime|Drama,88.0,2016-11-09,nl,4,1,3.0,1
217180,I Shot My Love (2009),44294.0,Children|Documentary,71.0,2009-01-01,en,7,1,3.25,2
217192,Valan (2019),650264.0,Crime|Drama,97.0,2019-11-21,hu,1,0,3.9167,6
217250,Aravinda Sametha Veera Raghava (2018),534530.0,Action|Drama,162.0,2018-10-11,te,23,6,3.6667,9
217282,Trigger Points (2020),696609.0,Drama|Sci-Fi,95.0,2020-04-17,en,0,1,1.75,2
217284,"Faith, Hope & Love (2019)",581998.0,Comedy|Romance,106.0,2019-03-15,en,4,0,3.0,4
217292,Ring of Death (2008),36496.0,Action|Thriller,85.0,2008-06-23,en,35,2,2.5,1
217302,AC/DC: No Bull (1996),24983.0,(no genres listed),120.0,1996-07-10,en,2,2,5.0,1
217413,Kagbeni (2008),300411.0,Drama|Horror,130.0,2008-01-11,ne,0,0,4.0,1
